Superficie construida,Habitaciones,Baños,Estado,Armarios empotrados,Calefacción,Distrito,Precio,Terraza_Balcon
142.0,4.0,2.0,0.0,1.0,2.0,7.0,380000.0,1.0
70.0,3.0,2.0,1.0,1.0,3.0,7.0,220000.0,2.0
75.0,2.0,2.0,1.0,1.0,3.0,3.0,250000.0,2.0
61.0,2.0,2.0,0.0,0.0,3.0,9.0,220000.0,2.0
141.0,4.0,3.0,1.0,1.0,3.0,4.0,700000.0,3.0
118.0,3.0,2.0,1.0,1.0,2.0,15.0,225000.0,1.0
60.0,3.0,2.0,1.0,0.0,1.0,1.0,128000.0,0.0
88.0,2.0,2.0,1.0,0.0,3.0,14.0,325000.0,1.0
82.0,3.0,2.0,1.0,1.0,7.0,4.0,359990.0,2.0
158.0,4.0,2.0,1.0,1.0,6.0,6.0,450000.0,2.0
140.0,4.0,2.0,1.0,0.0,7.0,11.0,320000.0,0.0
274.0,5.0,3.0,1.0,1.0,2.0,5.0,1100000.0,0.0
147.0,4.0,2.0,1.0,0.0,6.0,3.0,599000.0,2.0
234.0,3.0,2.0,1.0,1.0,0.0,9.0,999000.0,1.0
104.0,3.0,2.0,1.0,1.0,6.0,11.0,285000.0,2.0
185.0,4.0,2.0,1.0,1.0,5.0,9.0,1600000.0,3.0
175.0,4.0,2.0,1.0,1.0,1.0,10.0,444900.0,3.0
104.0,3.0,2.0,1.0,1.0,6.0,11.0,285000.0,2.0
70.0,3.0,2.0,1.0,1.0,3.0,7.0,220000.0,3.0
216.0,4.0,3.0,1.0,1.0,3.0,9.0,990000.0,3.0
230.0,3.0,2.0,1.0,1.0,6.0,1.0,558000.0,3.0
159.0,4.0,2.0,1.0,1.0,0.0,7.0,460000.0,2.0
75.0,2.0,2.0,1.0,1.0,1.0,5.0,360000.0,1.0
70.0,3.0,2.0,1.0,0.0,7.0,7.0,220000.0,2.0
51.0,2.0,2.0,1.0,0.0,7.0,0.0,180000.0,0.0
121.0,2.0,2.0,1.0,1.0,6.0,5.0,268000.0,3.0
76.0,2.0,2.0,1.0,1.0,0.0,14.0,165000.0,1.0
305.0,6.0,3.0,0.0,1.0,6.0,9.0,1000000.0,2.0
145.0,5.0,2.0,1.0,1.0,3.0,9.0,570000.0,0.0
130.0,2.0,2.0,1.0,0.0,1.0,12.0,189000.0,0.0
166.0,5.0,2.0,1.0,0.0,6.0,5.0,710000.0,1.0
216.0,4.0,3.0,1.0,1.0,0.0,5.0,950000.0,1.0
136.0,4.0,2.0,0.0,0.0,0.0,5.0,645000.0,0.0
163.0,4.0,2.0,1.0,1.0,6.0,9.0,630000.0,3.0
135.0,3.0,2.0,1.0,1.0,6.0,9.0,745000.0,3.0
269.0,5.0,4.0,1.0,1.0,3.0,9.0,995000.0,2.0
179.0,4.0,2.0,1.0,1.0,0.0,7.0,550000.0,1.0
365.0,4.0,5.0,1.0,1.0,3.0,9.0,1325000.0,3.0
114.0,2.0,2.0,1.0,1.0,4.0,5.0,430000.0,0.0
92.0,2.0,2.0,1.0,0.0,6.0,5.0,350000.0,2.0
133.0,2.0,2.0,1.0,1.0,0.0,13.0,299000.0,3.0
82.0,3.0,2.0,1.0,1.0,7.0,1.0,175000.0,3.0
80.0,3.0,2.0,0.0,0.0,7.0,7.0,270000.0,1.0
100.0,3.0,2.0,1.0,1.0,0.0,12.0,320000.0,0.0
266.0,5.0,3.0,1.0,1.0,6.0,9.0,695000.0,3.0
169.0,3.0,3.0,1.0,1.0,0.0,4.0,540000.0,2.0
117.0,4.0,2.0,1.0,1.0,0.0,8.0,285000.0,3.0
95.0,2.0,2.0,1.0,1.0,3.0,7.0,300000.0,1.0
160.0,2.0,2.0,1.0,1.0,7.0,5.0,380000.0,0.0
208.0,3.0,2.0,1.0,1.0,3.0,5.0,985000.0,0.0
189.0,3.0,2.0,1.0,1.0,0.0,0.0,440000.0,0.0
122.0,3.0,2.0,1.0,1.0,6.0,3.0,485000.0,1.0
151.0,3.0,2.0,1.0,1.0,4.0,12.0,320000.0,1.0
75.0,2.0,2.0,1.0,1.0,4.0,6.0,305000.0,1.0
270.0,2.0,2.0,1.0,1.0,4.0,3.0,870000.0,3.0
81.0,3.0,2.0,1.0,0.0,0.0,10.0,229000.0,0.0
217.0,4.0,3.0,1.0,1.0,6.0,5.0,750000.0,0.0
124.0,3.0,2.0,1.0,1.0,4.0,10.0,198000.0,1.0
211.0,4.0,3.0,1.0,0.0,4.0,5.0,630000.0,2.0
195.0,3.0,2.0,1.0,1.0,6.0,5.0,590000.0,0.0
100.0,3.0,2.0,1.0,1.0,6.0,14.0,210000.0,1.0
167.0,4.0,3.0,0.0,1.0,6.0,5.0,540000.0,2.0
403.0,5.0,4.0,1.0,1.0,6.0,13.0,850000.0,1.0
122.0,3.0,2.0,1.0,1.0,4.0,3.0,500000.0,1.0
164.0,2.0,2.0,1.0,1.0,4.0,11.0,500000.0,1.0
172.0,4.0,2.0,1.0,1.0,6.0,5.0,624900.0,1.0
142.0,3.0,2.0,1.0,1.0,6.0,0.0,550000.0,2.0
133.0,3.0,2.0,1.0,1.0,4.0,7.0,499000.0,1.0
142.0,3.0,2.0,1.0,1.0,0.0,10.0,215000.0,1.0
279.0,5.0,3.0,0.0,1.0,6.0,6.0,850000.0,0.0
191.0,4.0,3.0,1.0,1.0,6.0,9.0,990000.0,1.0
331.0,5.0,5.0,1.0,1.0,5.0,9.0,1950000.0,3.0
129.0,2.0,2.0,1.0,1.0,1.0,8.0,280000.0,2.0
212.0,5.0,2.0,1.0,1.0,7.0,5.0,600000.0,1.0
150.0,3.0,3.0,1.0,1.0,4.0,7.0,670000.0,0.0
219.0,4.0,4.0,1.0,1.0,0.0,5.0,900000.0,0.0
135.0,3.0,2.0,0.0,1.0,3.0,9.0,745000.0,3.0
116.0,2.0,3.0,1.0,1.0,4.0,13.0,588000.0,0.0
222.0,3.0,2.0,1.0,1.0,6.0,9.0,900000.0,0.0
194.0,3.0,2.0,1.0,1.0,6.0,9.0,850000.0,0.0
160.0,4.0,2.0,1.0,0.0,2.0,9.0,990000.0,3.0
308.0,6.0,4.0,1.0,1.0,3.0,4.0,889000.0,3.0
155.0,4.0,3.0,1.0,1.0,3.0,5.0,540000.0,1.0
135.0,3.0,2.0,1.0,1.0,4.0,11.0,260000.0,1.0
79.0,2.0,2.0,1.0,1.0,1.0,5.0,350000.0,1.0
274.0,4.0,4.0,1.0,1.0,4.0,15.0,995000.0,2.0
95.0,4.0,2.0,1.0,0.0,0.0,7.0,200000.0,1.0
122.0,3.0,2.0,1.0,1.0,6.0,15.0,620000.0,2.0
118.0,3.0,2.0,1.0,1.0,7.0,13.0,360000.0,2.0
170.0,4.0,2.0,1.0,1.0,6.0,9.0,825000.0,3.0
162.0,3.0,2.0,1.0,1.0,3.0,9.0,775000.0,3.0
117.0,3.0,2.0,1.0,1.0,7.0,3.0,364000.0,2.0
163.0,3.0,2.0,0.0,0.0,0.0,0.0,440000.0,0.0
395.0,8.0,6.0,1.0,1.0,7.0,13.0,750000.0,3.0
158.0,4.0,2.0,1.0,1.0,4.0,11.0,295000.0,1.0
132.0,3.0,2.0,1.0,1.0,2.0,0.0,355000.0,2.0
128.0,5.0,2.0,1.0,1.0,0.0,7.0,279000.0,0.0
365.0,4.0,5.0,1.0,1.0,3.0,9.0,1325000.0,3.0
131.0,3.0,2.0,1.0,1.0,2.0,14.0,369000.0,1.0
234.0,3.0,3.0,1.0,1.0,6.0,5.0,1050000.0,3.0
135.0,4.0,2.0,1.0,1.0,7.0,6.0,490000.0,0.0
280.0,3.0,4.0,1.0,1.0,3.0,9.0,1200000.0,3.0
87.0,3.0,2.0,1.0,0.0,4.0,15.0,210000.0,1.0
157.0,4.0,2.0,1.0,1.0,3.0,6.0,450000.0,1.0
135.0,4.0,2.0,1.0,1.0,7.0,6.0,490000.0,0.0
200.0,4.0,2.0,0.0,0.0,7.0,8.0,162000.0,2.0
126.0,3.0,2.0,1.0,1.0,1.0,3.0,445000.0,0.0
280.0,3.0,4.0,1.0,1.0,3.0,9.0,1200000.0,3.0
138.0,3.0,2.0,1.0,1.0,5.0,7.0,449000.0,1.0
151.0,3.0,2.0,1.0,1.0,2.0,3.0,600000.0,1.0
102.0,4.0,2.0,1.0,1.0,1.0,4.0,315000.0,2.0
170.0,5.0,3.0,1.0,0.0,0.0,5.0,520000.0,0.0
100.0,3.0,2.0,1.0,0.0,2.0,13.0,285000.0,3.0
95.0,3.0,2.0,1.0,1.0,0.0,10.0,179000.0,1.0
72.0,2.0,2.0,1.0,1.0,3.0,15.0,141600.0,1.0
167.0,4.0,3.0,0.0,1.0,6.0,5.0,540000.0,3.0
278.0,6.0,3.0,0.0,1.0,2.0,6.0,750000.0,3.0
170.0,4.0,3.0,1.0,1.0,0.0,4.0,690000.0,0.0
196.0,4.0,2.0,1.0,1.0,6.0,7.0,500000.0,3.0
100.0,4.0,2.0,0.0,1.0,7.0,8.0,172000.0,1.0
155.0,3.0,2.0,1.0,1.0,1.0,5.0,535000.0,0.0
128.0,3.0,2.0,1.0,1.0,6.0,12.0,266000.0,1.0
235.0,4.0,2.0,1.0,1.0,0.0,2.0,498000.0,1.0
215.0,5.0,3.0,1.0,1.0,7.0,11.0,470000.0,0.0
80.0,2.0,2.0,1.0,0.0,6.0,15.0,180000.0,3.0
150.0,4.0,2.0,1.0,1.0,7.0,14.0,275000.0,1.0
274.0,6.0,4.0,1.0,1.0,2.0,7.0,550000.0,1.0
343.0,5.0,6.0,1.0,1.0,3.0,9.0,1950000.0,3.0
254.0,5.0,3.0,1.0,1.0,6.0,4.0,575000.0,2.0
96.0,3.0,2.0,1.0,1.0,7.0,3.0,200000.0,1.0
179.0,4.0,3.0,1.0,1.0,2.0,7.0,722000.0,1.0
76.0,3.0,2.0,0.0,0.0,0.0,10.0,120000.0,0.0
126.0,4.0,2.0,1.0,1.0,5.0,12.0,280000.0,0.0
138.0,3.0,2.0,1.0,1.0,3.0,9.0,695000.0,0.0
192.0,4.0,2.0,1.0,0.0,6.0,7.0,480000.0,2.0
130.0,2.0,2.0,1.0,1.0,3.0,5.0,380000.0,0.0
125.0,3.0,2.0,1.0,1.0,3.0,9.0,400000.0,1.0
64.0,3.0,2.0,0.0,0.0,7.0,4.0,180000.0,0.0
253.0,4.0,2.0,1.0,1.0,3.0,5.0,1100000.0,1.0
85.0,2.0,2.0,1.0,1.0,3.0,13.0,350000.0,3.0
58.0,2.0,2.0,1.0,1.0,3.0,4.0,150000.0,0.0
174.0,2.0,2.0,1.0,1.0,3.0,12.0,395000.0,3.0
73.0,3.0,2.0,0.0,0.0,4.0,14.0,158000.0,1.0
187.0,3.0,4.0,1.0,1.0,4.0,7.0,590000.0,3.0
310.0,5.0,4.0,1.0,1.0,3.0,5.0,1500000.0,1.0
272.0,3.0,3.0,1.0,1.0,0.0,3.0,895000.0,2.0
71.0,2.0,2.0,1.0,0.0,0.0,8.0,120000.0,2.0
286.0,4.0,4.0,1.0,1.0,3.0,5.0,1250000.0,3.0
109.0,4.0,2.0,1.0,0.0,4.0,7.0,325000.0,1.0
370.0,5.0,2.0,0.0,1.0,3.0,5.0,650000.0,3.0
89.0,3.0,2.0,1.0,1.0,7.0,14.0,308000.0,3.0
122.0,3.0,2.0,1.0,0.0,0.0,5.0,630000.0,3.0
136.0,3.0,2.0,1.0,0.0,6.0,9.0,695000.0,0.0
110.0,3.0,2.0,1.0,0.0,7.0,11.0,273000.0,1.0
60.0,3.0,2.0,0.0,0.0,7.0,10.0,75000.0,0.0
285.0,6.0,4.0,1.0,1.0,6.0,5.0,1000000.0,1.0
70.0,2.0,2.0,1.0,1.0,7.0,1.0,170000.0,1.0
184.0,4.0,3.0,1.0,1.0,3.0,5.0,1300000.0,1.0
94.0,3.0,2.0,0.0,0.0,3.0,9.0,380000.0,0.0
111.0,3.0,2.0,1.0,1.0,6.0,1.0,330000.0,0.0
108.0,2.0,2.0,1.0,0.0,7.0,9.0,350000.0,2.0
113.0,3.0,2.0,1.0,1.0,7.0,14.0,380000.0,2.0
74.0,2.0,2.0,1.0,1.0,0.0,9.0,425000.0,1.0
85.0,3.0,2.0,1.0,1.0,3.0,11.0,240000.0,2.0
110.0,3.0,3.0,1.0,0.0,7.0,9.0,490000.0,1.0
125.0,4.0,3.0,1.0,1.0,4.0,4.0,430000.0,2.0
147.0,4.0,2.0,1.0,1.0,0.0,3.0,599000.0,3.0
114.0,3.0,2.0,1.0,1.0,3.0,7.0,375000.0,2.0
100.0,2.0,2.0,1.0,1.0,0.0,7.0,435000.0,1.0
258.0,4.0,3.0,1.0,1.0,3.0,9.0,1400000.0,3.0
165.0,4.0,2.0,0.0,0.0,0.0,9.0,630000.0,2.0
82.0,3.0,2.0,1.0,0.0,7.0,3.0,229000.0,2.0
154.0,4.0,2.0,0.0,0.0,0.0,9.0,700000.0,0.0
213.0,4.0,3.0,1.0,1.0,6.0,5.0,830000.0,1.0
165.0,4.0,3.0,1.0,0.0,0.0,5.0,750000.0,2.0
109.0,2.0,2.0,1.0,1.0,1.0,9.0,350000.0,2.0
224.0,3.0,3.0,1.0,1.0,0.0,6.0,895000.0,2.0
122.0,3.0,2.0,1.0,1.0,2.0,5.0,690000.0,1.0
70.0,3.0,2.0,1.0,0.0,0.0,13.0,170000.0,1.0
1.03,3.0,2.0,0.0,1.0,3.0,2.0,975000.0,2.0
342.0,6.0,4.0,1.0,1.0,6.0,5.0,1400000.0,0.0
305.0,6.0,3.0,0.0,1.0,3.0,9.0,1000000.0,2.0
111.0,3.0,2.0,1.0,1.0,0.0,12.0,192000.0,0.0
141.0,4.0,2.0,1.0,1.0,7.0,2.0,346000.0,1.0
50.0,2.0,2.0,1.0,0.0,7.0,10.0,170000.0,0.0
50.0,2.0,2.0,1.0,0.0,7.0,10.0,170000.0,0.0
108.0,3.0,2.0,1.0,1.0,4.0,3.0,365000.0,1.0
141.0,4.0,2.0,1.0,1.0,7.0,2.0,346000.0,1.0
315.0,5.0,2.0,1.0,1.0,4.0,6.0,1095000.0,3.0
89.0,2.0,2.0,0.0,1.0,0.0,15.0,335000.0,2.0
135.0,4.0,2.0,1.0,0.0,0.0,4.0,360000.0,2.0
101.0,3.0,2.0,0.0,1.0,0.0,15.0,375000.0,2.0
101.0,3.0,2.0,1.0,1.0,6.0,7.0,429900.0,0.0
201.0,4.0,2.0,0.0,1.0,6.0,7.0,720000.0,3.0
105.0,2.0,2.0,1.0,1.0,6.0,9.0,475000.0,1.0
400.0,10.0,2.0,0.0,0.0,3.0,6.0,850000.0,2.0
380.0,8.0,4.0,0.0,0.0,0.0,5.0,1100000.0,2.0
167.0,3.0,2.0,1.0,1.0,0.0,12.0,380000.0,1.0
189.0,4.0,2.0,0.0,1.0,7.0,5.0,820000.0,2.0
165.0,4.0,2.0,1.0,0.0,1.0,7.0,390000.0,2.0
165.0,4.0,2.0,1.0,0.0,1.0,7.0,390000.0,2.0
131.0,4.0,2.0,1.0,1.0,3.0,1.0,577000.0,3.0
65.0,2.0,2.0,1.0,1.0,4.0,13.0,257000.0,0.0
122.0,2.0,2.0,1.0,1.0,4.0,1.0,280000.0,0.0
128.0,2.0,3.0,1.0,0.0,7.0,15.0,399000.0,3.0
108.0,3.0,2.0,1.0,1.0,7.0,0.0,210000.0,2.0
177.0,4.0,2.0,1.0,1.0,6.0,7.0,550000.0,3.0
179.0,4.0,2.0,1.0,0.0,6.0,7.0,580000.0,2.0
136.0,2.0,2.0,1.0,0.0,4.0,11.0,299000.0,2.0
100.0,2.0,2.0,1.0,0.0,4.0,14.0,350000.0,1.0
275.0,5.0,3.0,1.0,1.0,4.0,9.0,825000.0,1.0
100.0,3.0,2.0,1.0,0.0,4.0,11.0,250000.0,2.0
208.0,3.0,2.0,1.0,0.0,0.0,5.0,812000.0,0.0
82.0,3.0,2.0,1.0,1.0,0.0,1.0,175000.0,2.0
126.0,2.0,2.0,1.0,0.0,0.0,10.0,225000.0,2.0
75.0,2.0,2.0,1.0,1.0,0.0,3.0,250000.0,2.0
136.0,2.0,2.0,1.0,0.0,4.0,11.0,299000.0,2.0
92.0,2.0,2.0,1.0,1.0,6.0,14.0,360000.0,2.0
106.0,3.0,3.0,1.0,0.0,0.0,9.0,499900.0,0.0
177.0,4.0,2.0,1.0,1.0,4.0,7.0,550000.0,3.0
72.0,2.0,2.0,1.0,0.0,0.0,13.0,209000.0,1.0
208.0,3.0,2.0,1.0,0.0,0.0,5.0,812000.0,0.0
74.0,3.0,2.0,1.0,1.0,7.0,11.0,250000.0,1.0
100.0,2.0,2.0,1.0,0.0,4.0,14.0,350000.0,1.0
275.0,5.0,3.0,1.0,1.0,4.0,9.0,825000.0,1.0
220.0,5.0,3.0,0.0,0.0,7.0,9.0,1200000.0,0.0
152.0,5.0,3.0,0.0,1.0,5.0,14.0,350000.0,1.0
138.0,3.0,2.0,1.0,1.0,3.0,7.0,449000.0,0.0
228.0,5.0,3.0,1.0,1.0,3.0,9.0,1250000.0,3.0
119.0,3.0,2.0,1.0,1.0,6.0,14.0,337000.0,2.0
122.0,4.0,2.0,1.0,1.0,3.0,8.0,295000.0,1.0
89.0,3.0,2.0,1.0,0.0,4.0,7.0,230000.0,3.0
162.0,3.0,2.0,1.0,1.0,3.0,9.0,775000.0,1.0
132.0,3.0,2.0,1.0,1.0,3.0,1.0,483000.0,3.0
122.0,4.0,2.0,1.0,1.0,4.0,8.0,295000.0,1.0
120.0,2.0,2.0,1.0,0.0,3.0,3.0,475000.0,1.0
136.0,4.0,2.0,1.0,1.0,3.0,5.0,429900.0,0.0
110.0,2.0,2.0,1.0,1.0,7.0,13.0,299000.0,2.0
157.0,2.0,2.0,0.0,0.0,7.0,13.0,400000.0,0.0
91.0,3.0,2.0,1.0,0.0,7.0,13.0,199900.0,3.0
113.0,4.0,2.0,1.0,0.0,4.0,9.0,600000.0,3.0
75.0,3.0,2.0,1.0,0.0,3.0,12.0,179800.0,3.0
133.0,5.0,2.0,1.0,1.0,4.0,7.0,560000.0,1.0
70.0,3.0,2.0,1.0,1.0,7.0,2.0,185500.0,3.0
102.0,2.0,2.0,1.0,0.0,7.0,5.0,900000.0,2.0
274.0,5.0,3.0,1.0,1.0,7.0,5.0,1100000.0,0.0
198.0,6.0,3.0,1.0,0.0,7.0,5.0,600000.0,3.0
321.0,10.0,2.0,1.0,0.0,3.0,6.0,850000.0,2.0
135.0,4.0,2.0,0.0,0.0,6.0,7.0,410000.0,0.0
181.0,3.0,2.0,1.0,1.0,0.0,9.0,680000.0,3.0
324.0,7.0,3.0,1.0,0.0,3.0,5.0,985000.0,0.0
123.0,4.0,2.0,1.0,1.0,3.0,8.0,294999.0,1.0
122.0,4.0,2.0,1.0,1.0,4.0,8.0,295000.0,1.0
124.0,3.0,2.0,1.0,0.0,0.0,0.0,270000.0,1.0
162.0,4.0,3.0,0.0,1.0,0.0,14.0,440000.0,2.0
198.0,4.0,3.0,0.0,1.0,0.0,14.0,465000.0,2.0
280.0,6.0,3.0,0.0,0.0,0.0,9.0,735000.0,1.0
300.0,5.0,3.0,0.0,0.0,7.0,2.0,250000.0,0.0
199.0,4.0,3.0,0.0,1.0,0.0,14.0,520000.0,2.0
66.0,3.0,2.0,1.0,1.0,7.0,15.0,66000.0,1.0
111.0,2.0,2.0,0.0,0.0,0.0,9.0,420000.0,2.0
122.0,4.0,2.0,1.0,1.0,0.0,8.0,295000.0,1.0
95.0,4.0,2.0,1.0,1.0,7.0,13.0,225000.0,1.0
169.0,5.0,2.0,0.0,1.0,3.0,9.0,510000.0,1.0
144.0,5.0,3.0,1.0,1.0,1.0,10.0,230000.0,1.0
111.0,2.0,2.0,0.0,0.0,0.0,9.0,420000.0,2.0
122.0,4.0,2.0,1.0,1.0,0.0,8.0,295000.0,1.0
95.0,3.0,2.0,1.0,1.0,0.0,9.0,340000.0,0.0
130.0,3.0,2.0,1.0,1.0,0.0,8.0,209000.0,1.0
218.0,4.0,3.0,1.0,1.0,6.0,5.0,1200000.0,0.0
83.0,2.0,2.0,1.0,0.0,2.0,7.0,400832.0,0.0
97.0,2.0,2.0,1.0,1.0,3.0,12.0,182000.0,1.0
62.0,3.0,2.0,1.0,0.0,3.0,1.0,124900.0,1.0
122.0,4.0,2.0,1.0,1.0,0.0,8.0,295000.0,1.0
95.0,2.0,2.0,1.0,0.0,2.0,14.0,209500.0,3.0
46.0,2.0,2.0,0.0,0.0,7.0,0.0,160000.0,0.0
100.0,2.0,2.0,1.0,1.0,7.0,14.0,259500.0,2.0
148.0,4.0,3.0,1.0,1.0,0.0,13.0,470000.0,3.0
177.0,4.0,3.0,1.0,1.0,1.0,14.0,990000.0,2.0
147.0,3.0,3.0,1.0,1.0,0.0,14.0,815000.0,3.0
284.0,5.0,2.0,1.0,1.0,6.0,6.0,850000.0,0.0
67.0,2.0,2.0,1.0,1.0,0.0,1.0,170000.0,1.0
156.0,4.0,2.0,1.0,1.0,1.0,9.0,770000.0,1.0
124.0,3.0,2.0,1.0,1.0,7.0,9.0,600000.0,1.0
142.0,3.0,2.0,1.0,1.0,1.0,10.0,225000.0,1.0
103.0,2.0,2.0,1.0,1.0,2.0,7.0,435000.0,1.0
81.0,2.0,2.0,0.0,0.0,4.0,1.0,155900.0,1.0
195.0,3.0,2.0,1.0,0.0,4.0,7.0,800000.0,3.0
403.0,5.0,4.0,1.0,0.0,0.0,13.0,850000.0,3.0
400.0,10.0,2.0,1.0,0.0,3.0,6.0,850000.0,2.0
101.0,3.0,2.0,1.0,0.0,0.0,3.0,156000.0,3.0
133.0,3.0,2.0,0.0,0.0,0.0,9.0,995000.0,2.0
64.0,3.0,2.0,1.0,1.0,7.0,13.0,220000.0,1.0
164.0,3.0,2.0,1.0,1.0,0.0,15.0,515000.0,0.0
312.0,3.0,4.0,1.0,1.0,0.0,5.0,2300000.0,0.0
101.0,3.0,2.0,1.0,0.0,7.0,4.0,297500.0,3.0
130.0,3.0,2.0,0.0,0.0,0.0,8.0,307000.0,2.0
67.0,2.0,2.0,1.0,0.0,4.0,14.0,210000.0,0.0
69.0,2.0,2.0,0.0,0.0,0.0,8.0,372000.0,2.0
161.0,5.0,2.0,0.0,0.0,0.0,0.0,320000.0,2.0
149.0,3.0,2.0,1.0,1.0,0.0,1.0,480000.0,3.0
255.0,4.0,4.0,1.0,1.0,2.0,4.0,540000.0,3.0
168.0,4.0,2.0,1.0,1.0,7.0,6.0,589000.0,3.0
130.0,4.0,3.0,1.0,1.0,6.0,4.0,430000.0,2.0
104.0,3.0,2.0,1.0,0.0,7.0,10.0,165000.0,1.0
55.0,3.0,2.0,0.0,0.0,7.0,4.0,80000.0,0.0
175.0,3.0,3.0,1.0,1.0,6.0,9.0,640000.0,3.0
280.0,3.0,4.0,1.0,0.0,4.0,9.0,1200000.0,3.0
147.0,4.0,2.0,1.0,1.0,0.0,3.0,599000.0,3.0
230.0,3.0,4.0,1.0,0.0,3.0,7.0,590000.0,2.0
82.0,2.0,2.0,0.0,0.0,7.0,13.0,220000.0,2.0
125.0,4.0,2.0,1.0,0.0,7.0,12.0,335000.0,2.0
128.0,4.0,2.0,1.0,1.0,3.0,5.0,379000.0,1.0
90.0,3.0,2.0,1.0,0.0,0.0,11.0,175000.0,2.0
118.0,4.0,2.0,1.0,1.0,0.0,11.0,329000.0,2.0
226.0,3.0,4.0,1.0,1.0,7.0,7.0,690000.0,2.0
120.0,3.0,2.0,1.0,1.0,2.0,3.0,350000.0,3.0
125.0,3.0,2.0,1.0,1.0,0.0,2.0,232000.0,1.0
118.0,4.0,2.0,1.0,1.0,0.0,11.0,329000.0,2.0
178.0,4.0,2.0,0.0,1.0,0.0,9.0,750000.0,2.0
253.0,4.0,2.0,1.0,1.0,7.0,9.0,1100000.0,1.0
90.0,3.0,2.0,1.0,0.0,0.0,11.0,175000.0,2.0
125.0,2.0,2.0,1.0,1.0,6.0,4.0,340000.0,2.0
131.0,4.0,2.0,1.0,1.0,3.0,1.0,474000.0,3.0
128.0,4.0,2.0,1.0,1.0,3.0,5.0,379000.0,1.0
55.0,2.0,2.0,1.0,0.0,0.0,12.0,209000.0,2.0
226.0,3.0,4.0,1.0,1.0,7.0,7.0,690000.0,2.0
128.0,4.0,2.0,1.0,1.0,4.0,12.0,218000.0,1.0
345.0,7.0,3.0,0.0,1.0,5.0,5.0,749000.0,0.0
130.0,4.0,2.0,1.0,1.0,3.0,7.0,320000.0,2.0
250.0,4.0,3.0,1.0,1.0,6.0,6.0,645000.0,3.0
145.0,4.0,2.0,1.0,1.0,6.0,5.0,985000.0,3.0
124.0,3.0,2.0,0.0,1.0,2.0,4.0,339000.0,2.0
185.0,4.0,3.0,1.0,1.0,6.0,5.0,965000.0,1.0
342.0,7.0,3.0,0.0,1.0,3.0,5.0,765000.0,0.0
91.0,3.0,2.0,1.0,0.0,2.0,9.0,360000.0,1.0
106.0,4.0,2.0,1.0,1.0,4.0,0.0,275000.0,3.0
185.0,4.0,3.0,1.0,1.0,6.0,9.0,965000.0,3.0
185.0,4.0,2.0,1.0,1.0,6.0,6.0,455000.0,0.0
147.0,4.0,2.0,1.0,0.0,3.0,7.0,418000.0,0.0
101.0,2.0,2.0,1.0,1.0,0.0,9.0,350000.0,0.0
126.0,3.0,2.0,1.0,1.0,1.0,3.0,445000.0,2.0
144.0,4.0,3.0,1.0,1.0,0.0,14.0,350000.0,2.0
123.0,4.0,4.0,1.0,1.0,0.0,3.0,680000.0,0.0
120.0,2.0,2.0,1.0,1.0,4.0,5.0,430000.0,1.0
185.0,4.0,3.0,1.0,1.0,6.0,9.0,965000.0,3.0
185.0,4.0,2.0,1.0,1.0,6.0,6.0,455000.0,0.0
139.0,4.0,2.0,1.0,0.0,7.0,5.0,380000.0,3.0
124.0,3.0,2.0,0.0,1.0,0.0,4.0,339000.0,2.0
231.0,3.0,2.0,0.0,1.0,0.0,4.0,550000.0,2.0
383.0,5.0,4.0,1.0,1.0,3.0,9.0,2100000.0,3.0
120.0,3.0,3.0,1.0,0.0,0.0,6.0,384000.0,0.0
147.0,4.0,2.0,1.0,0.0,3.0,5.0,418000.0,0.0
135.0,2.0,2.0,1.0,1.0,3.0,13.0,299000.0,2.0
124.0,3.0,2.0,1.0,1.0,5.0,2.0,380000.0,1.0
119.0,3.0,2.0,1.0,0.0,0.0,7.0,340000.0,0.0
107.0,2.0,2.0,1.0,1.0,6.0,6.0,430000.0,3.0
80.0,2.0,2.0,1.0,1.0,0.0,8.0,375000.0,3.0
190.0,3.0,3.0,0.0,0.0,6.0,9.0,590000.0,2.0
87.0,3.0,2.0,1.0,1.0,4.0,13.0,250000.0,0.0
99.0,2.0,2.0,0.0,1.0,0.0,13.0,233000.0,1.0
201.0,5.0,2.0,0.0,1.0,7.0,7.0,690000.0,3.0
70.0,2.0,2.0,1.0,0.0,3.0,1.0,169900.0,1.0
120.0,3.0,2.0,1.0,1.0,6.0,6.0,345000.0,2.0
70.0,2.0,2.0,1.0,0.0,7.0,1.0,170000.0,1.0
73.0,3.0,2.0,1.0,0.0,6.0,13.0,220000.0,0.0
121.0,3.0,2.0,1.0,1.0,0.0,6.0,380000.0,1.0
280.0,3.0,3.0,1.0,1.0,3.0,3.0,1000000.0,2.0
162.0,4.0,2.0,1.0,0.0,4.0,4.0,700000.0,2.0
69.0,2.0,2.0,1.0,1.0,4.0,5.0,350000.0,0.0
113.0,3.0,2.0,0.0,1.0,0.0,13.0,264000.0,1.0
70.0,2.0,2.0,1.0,0.0,7.0,1.0,170000.0,1.0
120.0,3.0,2.0,1.0,1.0,6.0,6.0,345000.0,2.0
69.0,2.0,2.0,1.0,1.0,4.0,5.0,350000.0,0.0
144.0,4.0,3.0,1.0,0.0,7.0,14.0,350000.0,1.0
99.0,2.0,2.0,0.0,1.0,0.0,13.0,233000.0,1.0
