Superficie construida,Habitaciones,Baños,Estado,Armarios empotrados,Calefacción,Distrito,Precio,Terraza_Balcon
121.0,3.0,2.0,1.0,1.0,0.0,6.0,380000.0,1.0
200.0,2.0,3.0,1.0,1.0,3.0,9.0,980000.0,3.0
311.0,5.0,5.0,1.0,1.0,2.0,9.0,1800000.0,3.0
220.0,4.0,2.0,1.0,1.0,0.0,0.0,595000.0,2.0
112.0,3.0,2.0,0.0,1.0,0.0,15.0,273000.0,1.0
260.0,5.0,3.0,0.0,1.0,3.0,9.0,715000.0,3.0
93.0,2.0,2.0,1.0,1.0,3.0,4.0,194990.0,3.0
109.0,3.0,2.0,0.0,1.0,0.0,15.0,261000.0,1.0
80.0,3.0,2.0,1.0,0.0,3.0,14.0,149500.0,2.0
129.0,3.0,2.0,1.0,1.0,6.0,7.0,560000.0,0.0
109.0,3.0,2.0,0.0,1.0,0.0,15.0,248000.0,1.0
234.0,3.0,2.0,0.0,1.0,3.0,9.0,990000.0,3.0
283.0,4.0,3.0,1.0,1.0,3.0,9.0,850000.0,1.0
195.0,3.0,4.0,1.0,1.0,5.0,5.0,650000.0,2.0
158.0,5.0,2.0,1.0,0.0,0.0,8.0,275000.0,0.0
145.0,3.0,2.0,1.0,1.0,7.0,7.0,580000.0,0.0
190.0,3.0,3.0,1.0,1.0,2.0,3.0,850000.0,3.0
81.0,2.0,2.0,1.0,1.0,0.0,8.0,218000.0,0.0
383.0,5.0,5.0,1.0,1.0,3.0,9.0,2100000.0,3.0
181.0,3.0,2.0,0.0,0.0,7.0,5.0,520000.0,0.0
170.0,5.0,2.0,1.0,0.0,3.0,5.0,560000.0,1.0
196.0,3.0,2.0,1.0,1.0,2.0,9.0,1050000.0,3.0
127.0,3.0,2.0,1.0,1.0,7.0,12.0,240000.0,3.0
243.0,5.0,3.0,1.0,1.0,2.0,9.0,899500.0,3.0
188.0,6.0,3.0,1.0,1.0,6.0,0.0,555000.0,2.0
110.0,3.0,2.0,1.0,1.0,6.0,9.0,530000.0,1.0
142.0,3.0,2.0,1.0,0.0,0.0,10.0,225000.0,1.0
127.0,3.0,2.0,1.0,1.0,7.0,12.0,240000.0,3.0
265.0,5.0,3.0,0.0,1.0,0.0,12.0,430000.0,3.0
234.0,6.0,3.0,1.0,1.0,2.0,9.0,720000.0,3.0
135.0,4.0,2.0,1.0,0.0,6.0,10.0,249999.0,1.0
290.0,5.0,3.0,1.0,1.0,6.0,5.0,1495000.0,3.0
145.0,4.0,2.0,1.0,1.0,6.0,3.0,380000.0,2.0
122.0,4.0,2.0,1.0,1.0,3.0,8.0,294999.0,1.0
135.0,4.0,2.0,1.0,1.0,6.0,7.0,410000.0,0.0
79.0,2.0,2.0,1.0,0.0,7.0,5.0,225000.0,0.0
73.0,2.0,2.0,1.0,0.0,1.0,12.0,209000.0,2.0
139.0,3.0,2.0,1.0,1.0,0.0,0.0,340000.0,2.0
95.0,3.0,2.0,1.0,1.0,0.0,14.0,256000.0,0.0
170.0,5.0,2.0,1.0,0.0,3.0,5.0,560000.0,1.0
238.0,6.0,2.0,1.0,0.0,6.0,5.0,850000.0,1.0
196.0,3.0,2.0,1.0,1.0,2.0,9.0,1050000.0,3.0
278.0,6.0,4.0,1.0,1.0,6.0,6.0,750000.0,1.0
93.0,3.0,2.0,1.0,1.0,3.0,15.0,225000.0,1.0
70.0,3.0,2.0,1.0,0.0,0.0,11.0,175000.0,0.0
134.0,2.0,2.0,0.0,0.0,7.0,4.0,280000.0,0.0
108.0,4.0,2.0,1.0,1.0,0.0,8.0,180000.0,3.0
84.0,2.0,2.0,1.0,0.0,7.0,9.0,420000.0,1.0
111.0,3.0,2.0,1.0,1.0,3.0,3.0,475000.0,3.0
153.0,3.0,2.0,1.0,1.0,6.0,3.0,530000.0,2.0
102.0,3.0,2.0,1.0,0.0,5.0,13.0,290000.0,1.0
103.0,2.0,2.0,1.0,0.0,3.0,13.0,330000.0,0.0
84.0,2.0,2.0,1.0,0.0,7.0,9.0,420000.0,1.0
102.0,3.0,2.0,1.0,0.0,5.0,13.0,290000.0,1.0
271.0,5.0,3.0,1.0,1.0,3.0,9.0,825000.0,1.0
108.0,4.0,2.0,1.0,1.0,0.0,8.0,180000.0,3.0
103.0,2.0,2.0,1.0,0.0,3.0,13.0,330000.0,0.0
101.0,3.0,2.0,0.0,0.0,7.0,5.0,279000.0,1.0
102.0,4.0,2.0,0.0,0.0,7.0,12.0,137000.0,1.0
80.0,2.0,2.0,1.0,0.0,0.0,0.0,160000.0,0.0
87.0,2.0,2.0,1.0,1.0,2.0,15.0,315000.0,2.0
105.0,3.0,2.0,1.0,1.0,7.0,13.0,450000.0,2.0
120.0,4.0,2.0,1.0,0.0,7.0,10.0,220000.0,1.0
142.0,3.0,2.0,1.0,0.0,0.0,10.0,225000.0,1.0
156.0,4.0,2.0,1.0,1.0,5.0,9.0,770000.0,3.0
106.0,3.0,2.0,1.0,0.0,0.0,14.0,230000.0,1.0
100.0,4.0,2.0,0.0,0.0,4.0,13.0,179000.0,1.0
79.0,2.0,2.0,1.0,1.0,4.0,7.0,330000.0,1.0
110.0,4.0,2.0,1.0,1.0,3.0,14.0,243000.0,1.0
167.0,5.0,3.0,1.0,1.0,6.0,6.0,515000.0,3.0
92.0,3.0,2.0,1.0,0.0,0.0,10.0,146000.0,0.0
143.0,4.0,2.0,1.0,1.0,6.0,7.0,418000.0,0.0
106.0,3.0,2.0,1.0,0.0,7.0,14.0,230000.0,0.0
160.0,2.0,3.0,1.0,1.0,2.0,7.0,650000.0,0.0
79.0,3.0,2.0,1.0,1.0,0.0,3.0,159900.0,1.0
360.0,6.0,6.0,1.0,1.0,6.0,3.0,1575000.0,3.0
246.0,3.0,3.0,1.0,1.0,4.0,13.0,374900.0,3.0
160.0,2.0,3.0,1.0,1.0,2.0,7.0,650000.0,0.0
71.0,3.0,2.0,1.0,0.0,7.0,11.0,175000.0,1.0
119.0,3.0,2.0,1.0,1.0,1.0,11.0,430000.0,0.0
143.0,4.0,2.0,1.0,1.0,6.0,7.0,418000.0,0.0
128.0,3.0,2.0,0.0,0.0,0.0,3.0,159900.0,2.0
100.0,3.0,2.0,1.0,1.0,7.0,14.0,233000.0,1.0
70.0,2.0,2.0,1.0,1.0,7.0,3.0,260000.0,3.0
100.0,4.0,2.0,1.0,0.0,7.0,14.0,178000.0,1.0
235.0,5.0,3.0,1.0,1.0,3.0,5.0,850000.0,3.0
145.0,4.0,2.0,0.0,0.0,7.0,5.0,430000.0,1.0
158.0,2.0,2.0,1.0,1.0,3.0,5.0,775000.0,3.0
102.0,3.0,2.0,1.0,1.0,0.0,14.0,229000.0,1.0
80.0,2.0,2.0,1.0,0.0,0.0,0.0,160000.0,0.0
296.0,4.0,4.0,1.0,1.0,3.0,5.0,1009000.0,0.0
156.0,5.0,3.0,0.0,0.0,7.0,8.0,205000.0,0.0
246.0,4.0,5.0,1.0,1.0,3.0,9.0,1290000.0,3.0
96.0,3.0,2.0,1.0,0.0,0.0,4.0,215000.0,2.0
210.0,7.0,2.0,1.0,0.0,7.0,5.0,650000.0,0.0
181.0,5.0,2.0,0.0,1.0,3.0,5.0,730000.0,1.0
59.0,2.0,2.0,0.0,0.0,3.0,9.0,220000.0,2.0
100.0,3.0,2.0,1.0,1.0,3.0,1.0,175000.0,3.0
68.0,2.0,2.0,1.0,1.0,4.0,5.0,300000.0,3.0
152.0,4.0,2.0,1.0,0.0,0.0,6.0,398000.0,0.0
70.0,2.0,2.0,1.0,0.0,7.0,3.0,175000.0,3.0
129.0,3.0,2.0,1.0,1.0,3.0,13.0,305000.0,0.0
143.0,3.0,2.0,0.0,0.0,0.0,15.0,282000.0,0.0
135.0,3.0,2.0,1.0,0.0,6.0,7.0,410000.0,0.0
70.0,2.0,2.0,1.0,0.0,7.0,3.0,175000.0,3.0
80.0,2.0,2.0,1.0,0.0,7.0,10.0,145000.0,1.0
143.0,3.0,2.0,0.0,0.0,0.0,15.0,282000.0,0.0
115.0,2.0,2.0,1.0,1.0,7.0,9.0,419000.0,0.0
390.0,6.0,5.0,0.0,1.0,6.0,6.0,1300000.0,3.0
135.0,3.0,2.0,1.0,0.0,6.0,7.0,410000.0,0.0
89.0,3.0,2.0,1.0,1.0,7.0,15.0,139000.0,1.0
133.0,4.0,2.0,0.0,0.0,0.0,15.0,310000.0,0.0
358.0,5.0,4.0,1.0,1.0,3.0,6.0,1700000.0,3.0
158.0,3.0,2.0,0.0,1.0,6.0,5.0,490000.0,1.0
85.0,2.0,2.0,1.0,1.0,4.0,15.0,168000.0,1.0
457.0,5.0,2.0,1.0,1.0,3.0,9.0,3200000.0,3.0
150.0,2.0,3.0,1.0,1.0,7.0,7.0,670000.0,2.0
99.0,2.0,2.0,1.0,1.0,6.0,5.0,399000.0,3.0
70.0,3.0,2.0,1.0,0.0,7.0,7.0,220000.0,2.0
78.0,3.0,2.0,1.0,0.0,0.0,9.0,400000.0,1.0
263.0,4.0,3.0,1.0,1.0,5.0,5.0,900000.0,3.0
150.0,3.0,2.0,1.0,1.0,7.0,13.0,480000.0,1.0
107.0,4.0,2.0,1.0,1.0,0.0,14.0,230000.0,1.0
239.0,3.0,4.0,1.0,1.0,7.0,11.0,880000.0,2.0
83.0,3.0,2.0,1.0,0.0,4.0,3.0,299000.0,3.0
182.0,5.0,2.0,1.0,1.0,2.0,4.0,550000.0,1.0
140.0,3.0,2.0,1.0,1.0,6.0,5.0,485000.0,1.0
85.0,3.0,2.0,1.0,0.0,0.0,10.0,187000.0,0.0
140.0,4.0,2.0,0.0,0.0,0.0,14.0,360000.0,2.0
112.0,3.0,2.0,0.0,0.0,0.0,14.0,330000.0,2.0
139.0,4.0,2.0,1.0,0.0,7.0,9.0,350000.0,3.0
188.0,3.0,2.0,1.0,1.0,3.0,5.0,650000.0,2.0
200.0,4.0,2.0,0.0,1.0,0.0,7.0,404000.0,3.0
118.0,4.0,2.0,0.0,1.0,7.0,11.0,320000.0,1.0
128.0,4.0,2.0,0.0,1.0,0.0,1.0,474000.0,2.0
70.0,3.0,2.0,1.0,0.0,4.0,11.0,175000.0,2.0
69.0,2.0,2.0,1.0,1.0,7.0,13.0,190000.0,0.0
188.0,3.0,2.0,1.0,1.0,3.0,5.0,650000.0,2.0
342.0,7.0,3.0,0.0,1.0,6.0,5.0,765000.0,0.0
82.0,3.0,2.0,1.0,1.0,3.0,0.0,240000.0,1.0
90.0,3.0,2.0,1.0,1.0,7.0,13.0,210000.0,0.0
132.0,3.0,2.0,0.0,1.0,0.0,1.0,483000.0,2.0
111.0,2.0,2.0,1.0,0.0,4.0,5.0,320000.0,0.0
94.0,3.0,2.0,1.0,1.0,7.0,13.0,285000.0,0.0
120.0,3.0,2.0,0.0,1.0,0.0,1.0,463000.0,2.0
66.0,2.0,2.0,1.0,0.0,0.0,10.0,100000.0,2.0
90.0,3.0,2.0,1.0,1.0,4.0,13.0,240000.0,1.0
134.0,4.0,2.0,1.0,1.0,2.0,1.0,577000.0,3.0
196.0,4.0,3.0,1.0,0.0,6.0,9.0,820000.0,1.0
126.0,3.0,2.0,1.0,0.0,0.0,3.0,500000.0,2.0
85.0,2.0,2.0,1.0,1.0,0.0,11.0,215000.0,2.0
140.0,4.0,2.0,0.0,1.0,7.0,11.0,320000.0,3.0
145.0,4.0,2.0,1.0,0.0,0.0,7.0,380000.0,1.0
158.0,2.0,2.0,1.0,1.0,1.0,5.0,710000.0,1.0
85.0,2.0,2.0,1.0,1.0,0.0,1.0,215000.0,2.0
200.0,4.0,3.0,1.0,0.0,7.0,5.0,580000.0,2.0
190.0,6.0,3.0,1.0,1.0,0.0,9.0,590000.0,1.0
121.0,4.0,2.0,1.0,0.0,0.0,3.0,270000.0,3.0
90.0,3.0,2.0,1.0,1.0,4.0,13.0,240000.0,1.0
152.0,5.0,2.0,0.0,1.0,0.0,9.0,380000.0,0.0
76.0,2.0,2.0,1.0,1.0,4.0,13.0,199000.0,2.0
158.0,4.0,3.0,1.0,0.0,0.0,14.0,785000.0,2.0
115.0,4.0,2.0,1.0,1.0,0.0,3.0,275000.0,3.0
120.0,4.0,2.0,0.0,0.0,6.0,6.0,250000.0,3.0
75.0,3.0,2.0,1.0,0.0,6.0,3.0,179000.0,0.0
104.0,3.0,2.0,1.0,1.0,0.0,14.0,270000.0,2.0
76.0,2.0,2.0,1.0,1.0,4.0,13.0,209000.0,1.0
130.0,3.0,2.0,1.0,1.0,2.0,0.0,270000.0,1.0
138.0,3.0,2.0,0.0,1.0,4.0,7.0,449000.0,1.0
125.0,4.0,4.0,1.0,1.0,1.0,3.0,680000.0,0.0
210.0,4.0,2.0,1.0,0.0,6.0,13.0,309000.0,3.0
95.0,4.0,2.0,0.0,0.0,0.0,14.0,230000.0,0.0
170.0,5.0,3.0,0.0,1.0,0.0,9.0,910000.0,3.0
131.0,3.0,2.0,1.0,0.0,7.0,14.0,247000.0,1.0
101.0,3.0,3.0,1.0,1.0,7.0,14.0,310000.0,1.0
125.0,4.0,2.0,1.0,0.0,7.0,12.0,362000.0,2.0
165.0,4.0,2.0,1.0,1.0,7.0,4.0,599000.0,3.0
117.0,4.0,2.0,1.0,0.0,7.0,8.0,285000.0,3.0
154.0,3.0,2.0,1.0,1.0,7.0,13.0,386000.0,1.0
264.0,8.0,4.0,1.0,1.0,5.0,5.0,580000.0,2.0
163.0,4.0,2.0,0.0,1.0,0.0,9.0,440000.0,3.0
95.0,3.0,2.0,1.0,1.0,7.0,10.0,195000.0,3.0
97.0,2.0,2.0,1.0,1.0,3.0,5.0,340000.0,0.0
85.0,3.0,2.0,1.0,1.0,7.0,5.0,295000.0,1.0
65.0,3.0,2.0,1.0,0.0,7.0,1.0,135000.0,1.0
118.0,5.0,2.0,1.0,1.0,7.0,13.0,320000.0,1.0
132.0,4.0,2.0,0.0,0.0,0.0,0.0,293000.0,3.0
130.0,2.0,2.0,1.0,0.0,0.0,9.0,385000.0,0.0
118.0,5.0,2.0,1.0,1.0,7.0,13.0,320000.0,1.0
65.0,3.0,2.0,1.0,0.0,7.0,1.0,135000.0,1.0
125.0,2.0,2.0,1.0,1.0,6.0,4.0,340000.0,2.0
129.0,3.0,2.0,0.0,1.0,0.0,9.0,349000.0,1.0
95.0,3.0,2.0,1.0,0.0,0.0,7.0,366000.0,1.0
132.0,4.0,2.0,0.0,0.0,0.0,0.0,293000.0,3.0
295.0,3.0,2.0,1.0,1.0,2.0,14.0,690000.0,3.0
62.0,2.0,2.0,1.0,1.0,3.0,3.0,155000.0,0.0
120.0,3.0,2.0,1.0,1.0,6.0,11.0,495000.0,1.0
230.0,4.0,4.0,1.0,1.0,3.0,9.0,1260000.0,3.0
142.0,4.0,2.0,0.0,1.0,3.0,5.0,429990.0,0.0
68.0,3.0,2.0,1.0,0.0,7.0,15.0,159900.0,0.0
83.0,3.0,2.0,1.0,0.0,7.0,12.0,180000.0,3.0
139.0,4.0,2.0,1.0,0.0,5.0,4.0,349000.0,1.0
87.0,3.0,2.0,1.0,0.0,0.0,0.0,209000.0,1.0
165.0,3.0,3.0,1.0,0.0,3.0,14.0,499900.0,0.0
110.0,3.0,2.0,1.0,1.0,0.0,14.0,230000.0,1.0
106.0,4.0,2.0,1.0,0.0,0.0,0.0,290000.0,1.0
142.0,4.0,2.0,1.0,1.0,3.0,7.0,380000.0,1.0
211.0,3.0,2.0,0.0,0.0,0.0,14.0,280000.0,2.0
226.0,4.0,4.0,1.0,1.0,0.0,7.0,775000.0,1.0
153.0,3.0,2.0,1.0,0.0,7.0,5.0,560000.0,1.0
186.0,4.0,2.0,1.0,1.0,6.0,9.0,770000.0,2.0
87.0,3.0,2.0,0.0,0.0,7.0,0.0,173000.0,1.0
153.0,5.0,2.0,1.0,0.0,6.0,9.0,530000.0,0.0
196.0,3.0,2.0,1.0,1.0,0.0,1.0,445000.0,3.0
158.0,5.0,2.0,1.0,0.0,7.0,9.0,510000.0,0.0
87.0,3.0,2.0,0.0,0.0,7.0,0.0,173000.0,1.0
153.0,3.0,2.0,1.0,0.0,7.0,5.0,560000.0,1.0
153.0,5.0,2.0,1.0,0.0,6.0,9.0,530000.0,0.0
115.0,3.0,2.0,1.0,1.0,3.0,15.0,272800.0,1.0
135.0,3.0,2.0,1.0,0.0,7.0,11.0,239000.0,1.0
150.0,3.0,3.0,1.0,1.0,7.0,7.0,670000.0,2.0
102.0,3.0,2.0,1.0,1.0,4.0,5.0,375000.0,0.0
112.0,2.0,2.0,1.0,1.0,3.0,9.0,475000.0,1.0
120.0,4.0,2.0,1.0,0.0,0.0,12.0,335000.0,2.0
101.0,3.0,2.0,1.0,1.0,0.0,8.0,247000.0,0.0
132.0,4.0,2.0,1.0,0.0,7.0,9.0,580000.0,0.0
103.0,3.0,2.0,1.0,1.0,0.0,8.0,350000.0,3.0
173.0,4.0,3.0,1.0,1.0,6.0,5.0,520000.0,2.0
383.0,5.0,5.0,1.0,1.0,3.0,9.0,2100000.0,3.0
85.0,2.0,2.0,1.0,0.0,0.0,15.0,215000.0,2.0
102.0,2.0,2.0,0.0,1.0,6.0,9.0,575000.0,2.0
77.0,2.0,2.0,1.0,0.0,7.0,3.0,185000.0,2.0
107.0,2.0,2.0,1.0,1.0,1.0,3.0,465000.0,2.0
190.0,9.0,3.0,0.0,0.0,7.0,13.0,400000.0,3.0
42.0,2.0,2.0,1.0,0.0,0.0,5.0,195000.0,1.0
416.0,5.0,2.0,0.0,1.0,7.0,15.0,320000.0,2.0
80.0,3.0,2.0,1.0,1.0,0.0,4.0,300000.0,2.0
178.0,3.0,3.0,1.0,1.0,5.0,14.0,990000.0,2.0
109.0,3.0,2.0,1.0,1.0,0.0,6.0,340000.0,1.0
365.0,4.0,5.0,1.0,1.0,2.0,9.0,1325000.0,1.0
105.0,3.0,2.0,1.0,0.0,2.0,9.0,475000.0,3.0
147.0,6.0,2.0,1.0,0.0,3.0,7.0,390000.0,2.0
86.0,4.0,2.0,1.0,0.0,0.0,11.0,147000.0,1.0
178.0,3.0,3.0,1.0,1.0,5.0,14.0,990000.0,2.0
416.0,5.0,2.0,0.0,1.0,7.0,15.0,320000.0,2.0
107.0,2.0,2.0,1.0,1.0,1.0,3.0,465000.0,2.0
190.0,9.0,3.0,0.0,0.0,7.0,13.0,400000.0,3.0
147.0,3.0,2.0,1.0,1.0,6.0,13.0,350000.0,1.0
82.0,3.0,2.0,1.0,0.0,0.0,1.0,175000.0,2.0
279.0,9.0,2.0,1.0,0.0,7.0,8.0,350000.0,0.0
143.0,3.0,2.0,1.0,1.0,6.0,9.0,440000.0,2.0
98.0,2.0,2.0,1.0,1.0,6.0,8.0,143000.0,1.0
77.0,3.0,2.0,1.0,0.0,0.0,13.0,230000.0,3.0
183.0,3.0,2.0,0.0,0.0,0.0,14.0,500000.0,2.0
58.0,2.0,2.0,1.0,0.0,0.0,5.0,172000.0,1.0
68.0,3.0,2.0,1.0,0.0,0.0,15.0,143000.0,0.0
97.0,4.0,2.0,1.0,0.0,4.0,3.0,229000.0,1.0
101.0,4.0,2.0,1.0,1.0,4.0,3.0,320000.0,1.0
140.0,3.0,3.0,1.0,1.0,1.0,5.0,385000.0,1.0
135.0,3.0,2.0,1.0,1.0,1.0,8.0,320000.0,2.0
133.0,3.0,2.0,0.0,0.0,0.0,5.0,420000.0,0.0
260.0,5.0,4.0,1.0,0.0,3.0,6.0,978000.0,3.0
64.0,3.0,2.0,1.0,1.0,0.0,4.0,180000.0,0.0
226.0,3.0,4.0,1.0,1.0,7.0,11.0,880000.0,0.0
119.0,3.0,2.0,1.0,1.0,2.0,12.0,275000.0,3.0
145.0,4.0,2.0,1.0,1.0,6.0,5.0,430000.0,0.0
235.0,5.0,3.0,1.0,1.0,1.0,5.0,850000.0,0.0
430.0,6.0,2.0,0.0,1.0,7.0,13.0,1295000.0,3.0
265.0,9.0,5.0,0.0,1.0,7.0,5.0,650000.0,1.0
112.0,4.0,2.0,1.0,1.0,0.0,13.0,259000.0,0.0
67.0,3.0,2.0,1.0,0.0,7.0,5.0,230000.0,1.0
62.0,3.0,3.0,1.0,1.0,0.0,3.0,210000.0,2.0
403.0,6.0,4.0,1.0,0.0,3.0,13.0,850000.0,3.0
89.0,3.0,2.0,1.0,0.0,7.0,12.0,155000.0,0.0
95.0,2.0,2.0,1.0,1.0,3.0,7.0,430000.0,1.0
125.0,4.0,2.0,0.0,1.0,4.0,12.0,335000.0,0.0
73.0,2.0,2.0,1.0,1.0,3.0,12.0,210000.0,2.0
107.0,2.0,2.0,1.0,1.0,4.0,3.0,465000.0,3.0
187.0,3.0,4.0,1.0,1.0,5.0,5.0,1950000.0,3.0
143.0,4.0,2.0,1.0,0.0,0.0,3.0,352000.0,0.0
134.0,3.0,2.0,1.0,1.0,0.0,7.0,329000.0,1.0
384.0,5.0,6.0,1.0,0.0,6.0,5.0,1400000.0,3.0
370.0,6.0,3.0,1.0,0.0,7.0,5.0,650000.0,1.0
135.0,3.0,2.0,1.0,0.0,3.0,7.0,410000.0,0.0
130.0,4.0,2.0,1.0,1.0,6.0,4.0,427000.0,3.0
120.0,3.0,2.0,1.0,1.0,3.0,9.0,355000.0,0.0
161.0,5.0,2.0,0.0,0.0,0.0,0.0,330000.0,1.0
143.0,3.0,2.0,1.0,1.0,4.0,10.0,388000.0,2.0
265.0,7.0,3.0,1.0,0.0,7.0,5.0,640000.0,0.0
226.0,5.0,3.0,1.0,1.0,7.0,7.0,500000.0,3.0
102.0,2.0,2.0,1.0,1.0,0.0,5.0,320000.0,0.0
126.0,3.0,2.0,1.0,0.0,7.0,5.0,525000.0,1.0
63.0,2.0,2.0,1.0,0.0,7.0,5.0,129900.0,1.0
280.0,3.0,4.0,1.0,1.0,0.0,9.0,1200000.0,1.0
125.0,4.0,2.0,1.0,0.0,3.0,12.0,335000.0,2.0
82.0,3.0,2.0,0.0,0.0,0.0,14.0,125000.0,1.0
143.0,4.0,2.0,1.0,0.0,0.0,3.0,352000.0,0.0
73.0,2.0,2.0,1.0,1.0,3.0,12.0,210000.0,2.0
265.0,7.0,3.0,1.0,0.0,7.0,5.0,640000.0,0.0
67.0,3.0,2.0,1.0,0.0,7.0,5.0,230000.0,1.0
165.0,3.0,2.0,1.0,1.0,2.0,3.0,470000.0,3.0
107.0,2.0,2.0,1.0,1.0,3.0,6.0,430000.0,2.0
72.0,3.0,2.0,1.0,0.0,7.0,11.0,175000.0,0.0
125.0,3.0,2.0,1.0,1.0,0.0,10.0,189000.0,1.0
90.0,3.0,2.0,1.0,1.0,0.0,15.0,120000.0,1.0
92.0,2.0,2.0,1.0,0.0,3.0,14.0,380000.0,3.0
63.0,2.0,2.0,1.0,0.0,7.0,5.0,115000.0,1.0
140.0,3.0,2.0,1.0,1.0,3.0,5.0,2400000.0,2.0
205.0,5.0,3.0,0.0,1.0,3.0,9.0,650000.0,3.0
172.0,3.0,2.0,1.0,0.0,7.0,7.0,400000.0,2.0
208.0,3.0,2.0,1.0,1.0,6.0,5.0,980000.0,1.0
110.0,4.0,2.0,1.0,1.0,0.0,13.0,280000.0,1.0
87.0,3.0,2.0,1.0,0.0,3.0,0.0,270000.0,1.0
118.0,3.0,2.0,1.0,1.0,0.0,3.0,475000.0,1.0
68.0,3.0,3.0,1.0,0.0,3.0,3.0,210000.0,2.0
139.0,3.0,2.0,1.0,0.0,0.0,5.0,480000.0,0.0
82.0,3.0,2.0,0.0,0.0,7.0,8.0,125000.0,0.0
95.0,3.0,2.0,1.0,0.0,7.0,8.0,159000.0,1.0
100.0,3.0,2.0,1.0,0.0,7.0,4.0,248000.0,1.0
100.0,3.0,2.0,1.0,1.0,3.0,8.0,217500.0,0.0
283.0,4.0,3.0,1.0,1.0,5.0,9.0,850000.0,1.0
86.0,3.0,2.0,0.0,0.0,7.0,11.0,110000.0,0.0
64.0,3.0,2.0,1.0,0.0,0.0,13.0,210000.0,0.0
155.0,4.0,3.0,1.0,0.0,7.0,5.0,539900.0,3.0
188.0,4.0,3.0,1.0,1.0,0.0,5.0,445000.0,3.0
120.0,2.0,2.0,1.0,1.0,3.0,5.0,735000.0,2.0
86.0,3.0,2.0,0.0,0.0,7.0,11.0,110000.0,0.0
185.0,4.0,2.0,1.0,1.0,2.0,6.0,1300000.0,2.0
188.0,4.0,3.0,1.0,1.0,0.0,5.0,445000.0,3.0
81.0,2.0,2.0,1.0,0.0,4.0,1.0,156000.0,1.0
116.0,4.0,2.0,1.0,1.0,0.0,0.0,289000.0,1.0
127.0,4.0,2.0,1.0,0.0,0.0,3.0,380000.0,1.0
122.0,2.0,2.0,1.0,1.0,5.0,1.0,550000.0,3.0
103.0,3.0,2.0,1.0,0.0,0.0,0.0,250000.0,1.0
82.0,3.0,2.0,1.0,1.0,6.0,15.0,170000.0,0.0
132.0,4.0,2.0,0.0,1.0,0.0,0.0,293000.0,3.0
130.0,2.0,2.0,1.0,0.0,0.0,9.0,385000.0,0.0
159.0,3.0,2.0,0.0,0.0,0.0,1.0,450000.0,2.0
166.0,4.0,3.0,1.0,0.0,4.0,13.0,400000.0,2.0
156.0,4.0,2.0,1.0,1.0,5.0,9.0,770000.0,3.0
101.0,3.0,2.0,1.0,1.0,2.0,15.0,375000.0,2.0
143.0,4.0,2.0,1.0,1.0,6.0,3.0,335000.0,0.0
104.0,4.0,2.0,1.0,0.0,0.0,3.0,238000.0,3.0
95.0,3.0,2.0,1.0,1.0,0.0,10.0,175000.0,1.0
123.0,4.0,2.0,1.0,1.0,0.0,12.0,270000.0,1.0
218.0,4.0,4.0,1.0,1.0,3.0,6.0,1400000.0,0.0
68.0,3.0,3.0,1.0,0.0,0.0,0.0,210000.0,2.0
106.0,4.0,2.0,1.0,0.0,0.0,0.0,290000.0,1.0
55.0,3.0,2.0,1.0,1.0,3.0,8.0,310000.0,2.0
172.0,4.0,2.0,1.0,0.0,6.0,5.0,624900.0,1.0
158.0,3.0,2.0,1.0,1.0,6.0,5.0,650000.0,0.0
152.0,4.0,2.0,1.0,1.0,5.0,5.0,670000.0,1.0
79.0,2.0,2.0,1.0,1.0,2.0,9.0,450000.0,0.0
145.0,4.0,2.0,1.0,1.0,0.0,5.0,460000.0,0.0
136.0,4.0,2.0,1.0,0.0,3.0,5.0,429000.0,0.0
320.0,7.0,3.0,1.0,1.0,7.0,13.0,1000000.0,0.0
103.0,3.0,2.0,1.0,1.0,3.0,6.0,280000.0,0.0
111.0,2.0,2.0,1.0,0.0,7.0,3.0,390000.0,0.0
259.0,4.0,3.0,1.0,1.0,3.0,6.0,950000.0,3.0
157.0,3.0,2.0,1.0,1.0,6.0,4.0,475000.0,2.0
97.0,2.0,2.0,1.0,1.0,4.0,5.0,350000.0,0.0
108.0,2.0,2.0,1.0,1.0,7.0,9.0,350000.0,0.0
165.0,3.0,2.0,1.0,1.0,6.0,9.0,780150.0,3.0
216.0,4.0,3.0,1.0,1.0,6.0,9.0,990000.0,1.0
107.0,2.0,2.0,1.0,1.0,0.0,6.0,515000.0,1.0
350.0,5.0,3.0,1.0,1.0,4.0,7.0,900000.0,3.0
118.0,4.0,2.0,0.0,0.0,7.0,5.0,250000.0,1.0
181.0,4.0,2.0,1.0,1.0,7.0,5.0,420000.0,2.0
171.0,3.0,3.0,1.0,1.0,7.0,5.0,425000.0,0.0
138.0,3.0,2.0,1.0,1.0,7.0,6.0,390000.0,3.0
116.0,2.0,3.0,1.0,1.0,7.0,13.0,588000.0,3.0
88.0,3.0,2.0,0.0,0.0,0.0,5.0,229000.0,0.0
88.0,4.0,2.0,0.0,1.0,7.0,13.0,164900.0,0.0
103.0,3.0,2.0,1.0,1.0,0.0,7.0,390000.0,1.0
95.0,3.0,2.0,1.0,0.0,0.0,14.0,138000.0,1.0
118.0,3.0,2.0,1.0,1.0,1.0,12.0,275000.0,1.0
